Gene,Annotation,Presence_pattern,Functional_category,M5_locus,M6_locus,M8_locus,I6_locus,In_novel_region
group_5590,glycosyl transferase;Glycosyl transferase,core,metabolism_enzyme,NKFIDM_03059,KMIGAE_03059,ILIHOP_03059,cds-WP_036623180.1,no
group_5589,DUF4179 domain-containing protein,core,hypothetical_DUF,NKFIDM_02097,KMIGAE_02097,ILIHOP_02097,cds-WP_155621156.1,no
group_5588,DUF5704 domain-containing protein;Bacterial Ig-like domain family protein,core,hypothetical_DUF,NKFIDM_05851,KMIGAE_05851,ILIHOP_05851,cds-WP_240752121.1,no
group_5587,hypothetical protein;DUF4367 domain-containing protein,core,hypothetical_DUF,NKFIDM_03412,KMIGAE_03412,ILIHOP_03412,cds-WP_155619419.1,no
group_5586,HAD family hydrolase;HAD hydrolase IA variant 1 family protein,core,metabolism_enzyme,NKFIDM_03310,KMIGAE_03310,ILIHOP_03310,cds-WP_124332074.1,no
group_5585,C40 family peptidase;NlpC/P60 family protein,core,metabolism_enzyme,NKFIDM_03117,KMIGAE_03117,ILIHOP_03117,cds-WP_036623106.1,no
group_5584,hypothetical protein;Prenyltransferase-like family protein,core,metabolism_enzyme,NKFIDM_02113,KMIGAE_02113,ILIHOP_02113,cds-WP_240751502.1,no
group_5583,hypothetical protein,core,hypothetical_DUF,NKFIDM_06436,KMIGAE_06436,ILIHOP_06436,cds-WP_240752215.1,no
group_5582,BMC domain-containing protein,core,other,NKFIDM_05336,KMIGAE_05336,ILIHOP_05336,cds-WP_124333158.1,no
group_5581,HAMP domain-containing sensor histidine kinase;histidine kinase,core,metabolism_enzyme,NKFIDM_04662,KMIGAE_04662,ILIHOP_04662,cds-WP_063836303.1,no
group_5580,VanW family protein;VanW like family protein,core,other,NKFIDM_05871,KMIGAE_05871,ILIHOP_05871,cds-WP_240752130.1,no
group_5579,alpha/beta hydrolase;Phospholipase/Carboxylesterase family protein,core,metabolism_enzyme,NKFIDM_04676,KMIGAE_04676,ILIHOP_04676,cds-WP_240751979.1,no
group_5578,S1C family serine protease;PDZ domain protein,core,metabolism_enzyme,NKFIDM_01821,KMIGAE_01821,ILIHOP_01821,cds-WP_155621214.1,no
group_5577,dihydroorotate dehydrogenase,core,metabolism_enzyme,NKFIDM_03162,KMIGAE_03162,ILIHOP_03162,cds-WP_155620133.1,no
group_5576,polysaccharide deacetylase family protein;Polysaccharide deacetylase family protein,core,other,NKFIDM_03160,KMIGAE_03160,ILIHOP_03160,cds-WP_230877081.1,no
group_5575,sensor histidine kinase;histidine kinase,core,metabolism_enzyme,NKFIDM_01453,KMIGAE_01453,ILIHOP_01453,cds-WP_240752452.1,no
group_5574,hypothetical protein,core,hypothetical_DUF,NKFIDM_04026,KMIGAE_04026,ILIHOP_04026,cds-WP_240534122.1,no
group_5573,sensor histidine kinase;histidine kinase,core,metabolism_enzyme,NKFIDM_00992,KMIGAE_00992,ILIHOP_00992,cds-WP_036626054.1,no
group_5572,DUF4179 domain-containing protein,core,hypothetical_DUF,NKFIDM_00890,KMIGAE_00890,ILIHOP_00890,cds-WP_155621319.1,no
group_5571,hypothetical protein,core,hypothetical_DUF,NKFIDM_06385,KMIGAE_06385,ILIHOP_06385,cds-WP_240752210.1,no
group_5570,ABC transporter permease;FtsX-like permease family protein,core,transport,NKFIDM_05312,KMIGAE_05312,ILIHOP_05312,cds-WP_036620017.1,no
group_5569,SLC45 family MFS transporter;Major Facilitator Superfamily protein,core,transport,NKFIDM_00661,KMIGAE_00661,ILIHOP_00661,cds-WP_155621401.1,no
ywqN,flavodoxin family protein;Putative NAD(P)H-dependent FMN-containing oxidoreductase ywqN,core,metabolism_enzyme,NKFIDM_00659,KMIGAE_00659,ILIHOP_00659,cds-WP_155621399.1,no
group_5568,FtsX-like permease family protein,core,transport,NKFIDM_03404,KMIGAE_03404,ILIHOP_03404,cds-WP_155619416.1,no
group_5567,TetR/AcrR family transcriptional regulator;Bacterial regulatory s tetR family protein,core,regulatory,NKFIDM_02921,KMIGAE_02921,ILIHOP_02921,cds-WP_155621008.1,no
group_5566,cache domain-containing sensor histidine kinase;histidine kinase,core,metabolism_enzyme,NKFIDM_00232,KMIGAE_00232,ILIHOP_00232,cds-WP_155619679.1,no
group_5565,RDD family protein,core,other,NKFIDM_05410,KMIGAE_05410,ILIHOP_05411,cds-WP_240752061.1,no
group_5564,type III PLP-dependent enzyme;Pyridoxal-dependent decarboxylase pyridoxal binding domain protein,core,other,NKFIDM_03330,KMIGAE_03330,ILIHOP_03330,cds-WP_155619402.1,no
group_5563,winged helix-turn-helix domain-containing protein;OmpR/PhoB-type domain-containing protein,core,other,NKFIDM_03531,KMIGAE_03531,ILIHOP_03531,cds-WP_051985411.1,no
group_5562,glycoside hydrolase family 88/105 protein;Unsaturated rhamnogalacturonyl hydrolase yteR,core,metabolism_enzyme,NKFIDM_03255,KMIGAE_03255,ILIHOP_03255,cds-WP_155620050.1,no
thiS,sulfur carrier protein ThiS,core,other,NKFIDM_04474,KMIGAE_04474,ILIHOP_04474,cds-WP_155619938.1,no
group_5561,DUF1697 domain-containing protein,core,hypothetical_DUF,NKFIDM_01717,KMIGAE_01717,ILIHOP_01717,cds-WP_155620510.1,no
group_5560,ABC transporter ATP-binding protein,core,transport,NKFIDM_00416,KMIGAE_00416,ILIHOP_00416,cds-WP_240752301.1,no
group_5559,hypothetical protein;SMI1/KNR4 family protein,core,hypothetical_DUF,NKFIDM_01035,KMIGAE_01035,ILIHOP_01035,cds-WP_240752396.1;cds-WP_240752398.1,no
group_5558,transposase,core,IS_transposase,NKFIDM_01904,KMIGAE_01904,ILIHOP_01904,cds-WP_240752520.1,no
group_5557,carbohydrate ABC transporter permease;hypothetical protein,core,transport,NKFIDM_02084,KMIGAE_02084,ILIHOP_02084,cds-WP_036624305.1,no
group_5556,Gfo/Idh/MocA family oxidoreductase;Gfo/Idh/MocA family protein;Oxidoreductase NAD-binding Rossmann fold family protein,core,metabolism_enzyme,NKFIDM_06483,KMIGAE_06483,ILIHOP_06483,cds-WP_338112969.1;cds-WP_338112968.1,no
group_5555,formylglycine-generating enzyme family protein;Sulfatase-modifying factor 1,core,other,NKFIDM_05861,KMIGAE_05861,ILIHOP_05861,cds-WP_240752124.1,no
group_5554,GNAT family N-acetyltransferase;Acetyltransferase family protein,core,metabolism_enzyme,NKFIDM_00709,KMIGAE_00709,ILIHOP_00709,cds-WP_036626476.1,no
group_5553,sugar hydrolase;Bacterial alpha-L-rhamnosidase,core,metabolism_enzyme,NKFIDM_02653,KMIGAE_02653,ILIHOP_02653,cds-WP_240751662.1,no
group_5552,phytoene desaturase family protein;Pyridine nucleotide-disulfide oxidoreductase family protein,core,metabolism_enzyme,NKFIDM_06481,KMIGAE_06481,ILIHOP_06481,cds-WP_240752228.1,no
group_5551,alpha/beta hydrolase;Heroin esterase,core,metabolism_enzyme,NKFIDM_01239,KMIGAE_01239,ILIHOP_01239,cds-WP_178075850.1,no
group_5550,copper amine oxidase N-terminal domain-containing protein;Copper amine oxidase-like N-terminal domain-containing protein,core,other,NKFIDM_06229,KMIGAE_06229,ILIHOP_06229,cds-WP_164815228.1,no
group_5549,NusG domain II-containing protein;NusG domain-containing protein,core,other,NKFIDM_01709,KMIGAE_01709,ILIHOP_01709,cds-WP_155620500.1,no
group_5548,GxGYxYP domain-containing protein;GxGYxYP putative glycoside hydrolase N-terminal domain-containing protein,core,metabolism_enzyme,NKFIDM_05486,KMIGAE_05486,ILIHOP_05486,cds-WP_240752074.1,no
group_5547,YezD family protein;DUF2292 domain-containing protein,core,hypothetical_DUF,NKFIDM_00707,KMIGAE_00707,ILIHOP_00707,cds-WP_240752342.1,no
group_5546,IclR family transcriptional regulator;Bacterial transcriptional regulator family protein,core,regulatory,NKFIDM_01674,KMIGAE_01674,ILIHOP_01674,cds-WP_036625060.1,no
group_5545,helix-turn-helix transcriptional regulator;DeoR-like helix-turn-helix domain protein,core,regulatory,NKFIDM_05589,KMIGAE_05589,ILIHOP_05589,cds-WP_240752083.1,no
safA,LysM peptidoglycan-binding domain-containing protein;Spore coat assembly SafA domain protein,core,sporulation,NKFIDM_05006,KMIGAE_05006,ILIHOP_05006,cds-WP_240752025.1,no
group_5544,hypothetical protein;Putative membrane protein,core,hypothetical_DUF,NKFIDM_01437,KMIGAE_01437,ILIHOP_01437,cds-WP_240752450.1,no
group_5543,carbohydrate ABC transporter permease;hypothetical protein;Binding--dependent transport system inner membrane component family protein,core,transport,NKFIDM_06334,KMIGAE_06334,ILIHOP_06334,cds-WP_240752199.1;cds-WP_240752198.1,no
group_5542,hypothetical protein;Immunity protein 10 of polymorphic toxin system,core,toxin_antitoxin,NKFIDM_05272,KMIGAE_05272,ILIHOP_05272,cds-WP_036620078.1,no
group_5541,VOC family protein;3-demethylubiquinone-9 3-methyltransferase family protein,core,metabolism_enzyme,NKFIDM_05270,KMIGAE_05270,ILIHOP_05270,cds-WP_155619589.1,no
group_5540,GH36-type glycosyl hydrolase domain-containing protein;Glycosyltransferase 36 associated family protein,core,metabolism_enzyme,NKFIDM_06375,KMIGAE_06375,ILIHOP_06375,cds-WP_155619272.1,no
group_5539,sigma-54 interaction domain-containing protein;Sensory box protein,core,other,NKFIDM_06311,KMIGAE_06311,ILIHOP_06311,cds-WP_036618925.1,no
group_5538,hypothetical protein;DUF559 domain-containing protein,core,hypothetical_DUF,NKFIDM_01537,KMIGAE_01537,ILIHOP_01537,cds-WP_155620576.1,no
group_5537,glycoside hydrolase family 3 N-terminal domain-containing protein;Fibronectin type III-like domain-containing protein,core,metabolism_enzyme,NKFIDM_00588,KMIGAE_00588,ILIHOP_00588,cds-WP_155620987.1,no
group_5536,ABC transporter permease;ABC-2 transporter family protein,core,transport,NKFIDM_00366,KMIGAE_00366,ILIHOP_00366,cds-WP_240752297.1,no
galU,UTP--glucose-1-phosphate uridylyltransferase GalU,core,metabolism_enzyme,NKFIDM_05834,KMIGAE_05834,ILIHOP_05834,cds-WP_036619427.1,no
group_5535,GntR family transcriptional regulator;Bacterial regulatory s gntR family protein,core,regulatory,NKFIDM_00881,KMIGAE_00881,ILIHOP_00881,cds-WP_036626301.1,no
group_5534,HRDC domain-containing protein;Helicase,core,other,NKFIDM_01806,KMIGAE_01806,ILIHOP_01806,cds-WP_155621207.1,no
group_5533,LysM peptidoglycan-binding domain-containing protein;Phage Tail Protein X family protein,core,phage,NKFIDM_01716,KMIGAE_01716,ILIHOP_01716,cds-WP_155620509.1,no
group_5532,PspA/IM30 family protein,core,other,NKFIDM_00657,KMIGAE_00657,ILIHOP_00657,cds-WP_155621397.1,no
group_5531,sugar phosphate isomerase/epimerase family protein;TIM barrel protein,core,metabolism_enzyme,NKFIDM_00596,KMIGAE_00596,ILIHOP_00596,cds-WP_240752326.1,no
group_5530,ComEA family DNA-binding protein;Competence ComEA helix-hairpin-helix repeat region domain protein,core,regulatory,NKFIDM_04443,KMIGAE_04443,ILIHOP_04443,cds-WP_036621214.1,no
group_5529,Ku protein,core,other,NKFIDM_01545,KMIGAE_01545,ILIHOP_01545,cds-WP_240752464.1,no
group_5528,substrate-binding domain-containing protein;Periplasmic binding s and sugar binding domain of LacI family protein,core,regulatory,NKFIDM_04429,KMIGAE_04429,ILIHOP_04429,cds-WP_155619928.1,no
group_5527,VOC family protein;3-demethylubiquinone-9 3-methyltransferase family protein,core,metabolism_enzyme,NKFIDM_00601,KMIGAE_00601,ILIHOP_00601,cds-WP_155620970.1,no
group_5526,iron chelate uptake ABC transporter family permease subunit;ABC 3 transport family protein,core,transport,NKFIDM_06192,KMIGAE_06192,ILIHOP_06192,cds-WP_240752172.1,no
group_5525,FecCD family ABC transporter permease;FecCD transport family protein,core,transport,NKFIDM_04894,KMIGAE_04894,ILIHOP_04894,cds-WP_155621444.1,no
group_5524,ABC transporter ATP-binding protein;ABC transporter domain-containing protein,core,transport,NKFIDM_03804,KMIGAE_03804,ILIHOP_03804,cds-WP_240751831.1,no
group_5523,glutathione peroxidase;Glutathione peroxidase,core,other,NKFIDM_05065,KMIGAE_05065,ILIHOP_05065,cds-WP_155621558.1,no
group_5522,MurR/RpiR family transcriptional regulator;SIS domain protein,core,regulatory,NKFIDM_01742,KMIGAE_01742,ILIHOP_01742,cds-WP_155620531.1,no
group_5521,GntR family transcriptional regulator,core,regulatory,NKFIDM_05485,KMIGAE_05485,ILIHOP_05485,cds-WP_240752073.1,no
group_5520,ABC transporter substrate-binding protein;Heme-binding protein A,core,transport,NKFIDM_05062,KMIGAE_05062,ILIHOP_05062,cds-WP_240752029.1,no
group_5519,response regulator transcription factor;Response regulator,core,other,NKFIDM_02912,KMIGAE_02912,ILIHOP_02912,cds-WP_240752596.1,no
group_5518,stage V sporulation protein AC,core,sporulation,NKFIDM_03705,KMIGAE_03705,ILIHOP_03705,cds-WP_036622406.1,no
group_5517,hypothetical protein,core,hypothetical_DUF,NKFIDM_03858,KMIGAE_03858,ILIHOP_03858,cds-WP_240751835.1,no
group_5516,carbohydrate ABC transporter permease;Binding--dependent transport system inner membrane component domain protein,core,transport,NKFIDM_04428,KMIGAE_04428,ILIHOP_04428,cds-WP_155619927.1,no
group_5515,ECF-type riboflavin transporter substrate-binding protein,core,transport,NKFIDM_06119,KMIGAE_06119,ILIHOP_06119,cds-WP_036619183.1,no
group_5514,DUF2306 domain-containing protein,core,hypothetical_DUF,NKFIDM_03272,KMIGAE_03272,ILIHOP_03272,cds-WP_155620044.1,no
group_5513,TIGR01777 family oxidoreductase;NAD dependent epimerase/dehydratase family protein,core,metabolism_enzyme,NKFIDM_01640,KMIGAE_01640,ILIHOP_01640,cds-WP_036625136.1,no
group_5512,hypothetical protein;Phosphodiester glycosidase domain-containing protein,core,hypothetical_DUF,NKFIDM_02107,KMIGAE_02107,ILIHOP_02107,cds-WP_230877247.1,no
group_5511,glycosyltransferase family 4 protein;Glycosyl transferases group 1 family protein,core,metabolism_enzyme,NKFIDM_03058,KMIGAE_03058,ILIHOP_03058,cds-WP_036623181.1,no
feuB,FecCD family ABC transporter permease;Iron-uptake system permease protein feuB,core,transport,NKFIDM_03537,KMIGAE_03537,ILIHOP_03537,cds-WP_240751817.1,no
group_5510,beta-galactosidase;Glycoside hydrolase 35 catalytic domain-containing protein,core,metabolism_enzyme,NKFIDM_03387;NKFIDM_03388,KMIGAE_03387;KMIGAE_03388,ILIHOP_03387;ILIHOP_03388,cds-WP_170179986.1,no
group_5509,response regulator transcription factor;Response regulator,core,other,NKFIDM_03116,KMIGAE_03116,ILIHOP_03116,cds-WP_036623107.1,no
group_5508,helix-turn-helix domain-containing protein;Helix-turn-helix domain protein,core,other,NKFIDM_00599,KMIGAE_00599,ILIHOP_00599,cds-WP_240752329.1,no
group_5507,hypothetical protein;LTXXQ motif family protein,core,hypothetical_DUF,NKFIDM_03874,KMIGAE_03874,ILIHOP_03874,cds-WP_240751840.1,no
cobU,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,core,metabolism_enzyme,NKFIDM_01694,KMIGAE_01694,ILIHOP_01694,cds-WP_240752585.1,no
thrB,homoserine kinase,core,metabolism_enzyme,NKFIDM_05009,KMIGAE_05009,ILIHOP_05009,cds-WP_155621227.1,no
group_5506,mannitol dehydrogenase family protein;Mannitol dehydrogenase Rossmann domain protein,core,metabolism_enzyme,NKFIDM_02203,KMIGAE_02203,ILIHOP_02203,cds-WP_036624125.1,no
group_5505,GntR family transcriptional regulator;Bacterial regulatory s gntR family protein,core,regulatory,NKFIDM_02201,KMIGAE_02201,ILIHOP_02201,cds-WP_240751517.1,no
group_5504,D-isomer specific 2-hydroxyacid dehydrogenase family protein;D-specific alpha-keto acid dehydrogenase,core,metabolism_enzyme,NKFIDM_03240,KMIGAE_03240,ILIHOP_03240,cds-WP_155620167.1,no
group_5503,TM2 domain-containing protein;NINE protein,core,other,NKFIDM_06027,KMIGAE_06027,ILIHOP_06027,cds-WP_036619190.1,no
group_5502,siderophore ABC transporter substrate-binding protein;ABC transporter substrate-binding protein,core,transport,NKFIDM_06190,KMIGAE_06190,ILIHOP_06190,cds-WP_036619094.1,no
group_5501,YmfQ family protein;DUF2313 domain-containing protein,core,hypothetical_DUF,NKFIDM_04641,KMIGAE_04641,ILIHOP_04641,cds-WP_227872835.1,no
rfbD,dTDP-4-dehydrorhamnose reductase,core,metabolism_enzyme,NKFIDM_05813,KMIGAE_05813,ILIHOP_05813,cds-WP_036619440.1,no
group_5500,HesA/MoeB/ThiF family protein;ThiF family protein,core,other,NKFIDM_02759,KMIGAE_02759,ILIHOP_02759,cds-WP_240751675.1,no
group_5499,spore coat protein;Coat F domain protein,core,sporulation,NKFIDM_06497,KMIGAE_06497,ILIHOP_06497,cds-WP_036618564.1,no
group_5498,LTA synthase family protein;Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02074,KMIGAE_02074,ILIHOP_02074,cds-WP_155621050.1,no
group_5497,alpha/beta hydrolase fold domain-containing protein;Alpha/beta hydrolase fold domain-containing protein,core,metabolism_enzyme,NKFIDM_02906,KMIGAE_02906,ILIHOP_02906,cds-WP_240751700.1,no
group_5496,ADP-ribosylglycohydrolase family protein,core,metabolism_enzyme,NKFIDM_00442,KMIGAE_00442,ILIHOP_00442,cds-WP_240752580.1,no
group_5495,hypothetical protein;Acetyl-CoA acetyltransferase,core,metabolism_enzyme,NKFIDM_00279,KMIGAE_00279,ILIHOP_00279,cds-WP_240752272.1,no
group_5494,AraC family transcriptional regulator;Helix-turn-helix domain protein,core,regulatory,NKFIDM_04679,KMIGAE_04679,ILIHOP_04679,cds-WP_155620912.1,no
group_5493,helix-turn-helix domain-containing protein,core,other,NKFIDM_03068,KMIGAE_03068,ILIHOP_03068,cds-WP_240751745.1,no
group_5492,hypothetical protein,core,hypothetical_DUF,NKFIDM_04458,KMIGAE_04458,ILIHOP_04458,cds-WP_036621197.1,no
group_5491,M56 family metallopeptidase,core,metabolism_enzyme,NKFIDM_01336,KMIGAE_01336,ILIHOP_01336,cds-WP_155620008.1,no
group_5490,NAD(P)/FAD-dependent oxidoreductase;FAD binding domain protein,core,metabolism_enzyme,NKFIDM_03403,KMIGAE_03403,ILIHOP_03403,cds-WP_036622798.1,no
group_5489,trans-sulfuration enzyme family protein;cysteine-S-conjugate beta-lyase,core,metabolism_enzyme,NKFIDM_01811,KMIGAE_01811,ILIHOP_01811,cds-WP_155621209.1,no
group_5488,TetR/AcrR family transcriptional regulator;Bacterial regulatory s tetR family protein,core,regulatory,NKFIDM_02380,KMIGAE_02380,ILIHOP_02380,cds-WP_036623985.1,no
group_5487,beta-L-arabinofuranosidase domain-containing protein;Non-reducing end beta-L-arabinofuranosidase,core,other,NKFIDM_04061,KMIGAE_04061,ILIHOP_04061,cds-WP_155619858.1,no
group_5486,polysaccharide biosynthesis protein;3-beta hydroxysteroid dehydrogenase/isomerase family protein,core,metabolism_enzyme,NKFIDM_05175,KMIGAE_05175,ILIHOP_05175,cds-WP_240752630.1,no
group_5485,riboflavin synthase,core,metabolism_enzyme,NKFIDM_04055,KMIGAE_04055,ILIHOP_04055,cds-WP_124332648.1,no
group_5484,HAMP domain-containing sensor histidine kinase;histidine kinase,core,metabolism_enzyme,NKFIDM_03298,KMIGAE_03298,ILIHOP_03298,cds-WP_240751781.1,no
group_5483,DUF2933 domain-containing protein,core,hypothetical_DUF,NKFIDM_03296,KMIGAE_03296,ILIHOP_03296,cds-WP_240751779.1,no
group_5482,hypothetical protein,core,hypothetical_DUF,NKFIDM_01794,KMIGAE_01794,ILIHOP_01794,cds-WP_240752495.1,no
pruA,L-glutamate gamma-semialdehyde dehydrogenase,core,metabolism_enzyme,NKFIDM_06313,KMIGAE_06313,ILIHOP_06313,cds-WP_240752193.1,no
group_5481,transposase;Transposase zinc-ribbon domain-containing protein,core,IS_transposase,NKFIDM_01451,KMIGAE_01451,ILIHOP_01451,cds-WP_155619977.1,no
group_5480,spore germination protein;GerA spore germination family protein,core,sporulation,NKFIDM_03603,KMIGAE_03603,ILIHOP_03603,cds-WP_227877045.1,no
mobB,molybdopterin-guanine dinucleotide biosynthesis protein B,core,other,NKFIDM_03165,KMIGAE_03165,ILIHOP_03165,cds-WP_155620131.1,no
group_5479,hypothetical protein,core,hypothetical_DUF,NKFIDM_02771,KMIGAE_02771,ILIHOP_02771,cds-WP_124332923.1,no
group_5478,ArsR/SmtB family transcription factor;Bacterial regulatory arsR family protein,core,other,NKFIDM_04682,KMIGAE_04682,ILIHOP_04682,cds-WP_240752613.1,yes
group_5477,DUF72 domain-containing protein,core,hypothetical_DUF,NKFIDM_06017,KMIGAE_06017,ILIHOP_06017,cds-WP_155621131.1,no
group_5476,2-phosphosulfolactate phosphatase;putative 2-phosphosulfolactate phosphatase,core,metabolism_enzyme,NKFIDM_03415,KMIGAE_03415,ILIHOP_03415,cds-WP_036628105.1,no
group_5475,TROVE domain-containing protein;TROVE domain protein,core,other,NKFIDM_00432,KMIGAE_00432,ILIHOP_00432,cds-WP_155619758.1,no
group_5474,hypothetical protein;DUF4129 domain-containing protein,core,hypothetical_DUF,NKFIDM_00624,KMIGAE_00624,ILIHOP_00624,cds-WP_036626573.1,no
group_5473,alpha-mannosidase;Glycoside hydrolase family 38 central domain-containing protein,core,metabolism_enzyme,NKFIDM_00589,KMIGAE_00589,ILIHOP_00589,cds-WP_155620976.1,no
